,Daftar,Poem,Beyt,Mesra1,Mesra2
16270,5,90,10,شمع نی تا پیشوای خود كند,"نیم شمعی نی، كه نوری كد كند
"
16271,5,90,11,نیست عقلش تا دم ِ زنده زند,"نیم عقلی نی، كه خود مرده كند
"
16272,5,90,12,مردۀ آن عاقل، آید او تمام,"تا بر آید از نشیبِ خود به بام 
"
16273,5,90,13,عقل، كامل نیست، خود را مرده كن,"در پناه عاقلی زنده سُخُن 
"
16274,5,90,14,زنده نی، تا هم دم عیسی بود,"مرده نی، تا دمگه عیسی شود
"
16275,5,90,15,جان ِ كورش گام هر سو مینهد,"عاقبت نجهد ولی بر می جهد
"
16276,5,90,16,* سود ندهد بر جهیدن آن زمان,"زآنکه نازل شد بلا از آسمان
"
16277,5,91,1,قصۀ آن آبگیر است، ای عنود,"كه در او سه ماهی اشگرف بود
"
16278,5,91,2,در كلیله خوانده باشی، لیك آن,"صورت قصه بود، وین مغز و جان 
"
16279,5,91,3,چند صیادی سوی آن آبگیر,"بر گذشتند و بدیدند آن ضمیر
"
16280,5,91,4,پس شتابیدند تا دام آورند,"ماهیان واقف شدند و هوشمند
"
16281,5,91,5,آنكه عاقل بود عزم راه كرد,"عزم راه ِ مشكل ِ ناخواه كرد
"
16282,5,91,6,گفت: با اینها ندارم مشورت,"كه یقین سستم كنند از مقدرت 
"
16283,5,91,7,مهر ِ زاد و بود بر جانشان  َتند,"كاهلی و جهلشان بر من زند
"
16284,5,91,8,مشورت را زنده ای باید نكو,"كه تو را زنده كند، وآن زنده كو ؟
"
16285,5,91,9,ای مسافر، با مسافر رای زن,"زآنكه پایت لنگ دارد رای زن 
"
16286,5,91,10,"از دم ِ ""حُب الوطن"" بگذر مأیست","كه وطن آن سوست، جان این سوی نیست 
"
16287,5,91,11,گر وطن خواهی گذر ز آن سوی شط,"این حدیث راست را كم خوان غلط
"
16288,5,92,1,در وضو هر عضو را وردی جدا,"آمده ست اندر خبر، بهر دعا
"
16289,5,92,2,چونكه استنشاق ِ بینی میكنی,"بوی جنت خواه از ربّ غنی 
"
16290,5,92,3,تا تو را آن بو كشد سوی جنان,"بوی ُگل باشد دلیل ُگلستان 
"
16291,5,92,4,چونكه استنجا كنی، ورد و سخن,"این بود که: از زیانم پاك كن 
"
16292,5,92,5,دست من اینجا رسید، این را بشُست,"دستم اندر شستن جان است سُست 
"
16293,5,92,6,ای ز تو، كس گشته، جان ِ ناكسان,"دستِ فضل توست در جانها رسان 
"
16294,5,92,7,حدّ من این بود، كردم من لئیم,"ز آن سوی حد را نقی كن ای كریم 
"
16295,5,92,8,از حدث شستم خدایا پوست را,"از حوادث تو بشو این دوست را
"
16296,5,93,1,آن یكی در وقت استنجا بگفت,"كه مرا با بوی جنت دار جفت 
"
16297,5,93,2,گفت شخصی: خوب ورد آورده ای,"لیك سوراخ دعا گم كرده ای 
"
16298,5,93,3,این دعا، چون ورد بینی بود، چون ,"ورد بینی را تو آوردی به كون ؟ 
"
16299,5,93,4,رایحۀ جنت ز بینی یافت حُر,"رایحۀ بینی كی آید از دُبر ؟
"
16300,5,93,5,ای تواضع برده پیش ابلهان,"وی تكبر برده تو، پیش شهان 
"
16301,5,93,6,آن تكبر بر خسان خوب است و چُست,"هین مرو معكوس، عكسش بندِ توست 
"
16302,5,93,7,از پی سوراخ بینی رست  ُگل,"بو وظیفۀ بینی آمد، ای عتل 
"
16303,5,93,8,بوی گل بهر مشام است ای دلیر,"جای آن بو نیست این سوراخ ِ زیر
"
16304,5,93,9,كی از اینجا بوی خُلد آید تو را ؟,"بو  ز موضع جو، اگر باید تو را
"
16305,5,93,10,همچنین حبّ الوطن آمد درست,"تو وطن بشناس، ای خواجه، نخست 
"
16306,5,93,11,گفت آن ماهی زیرك: ره كنم,"دل ز رای و مشورتشان بر كنم 
"
16307,5,93,12,نیست وقت مشورت، هین راه  ُكن,"چون علی تو آه اندر چاه  ُكن 
"
16308,5,93,13,محرم آن آه، كمیاب است بس,"شب رو و، پنهان روی كن چون عسس 
"
16309,5,93,14,سوی دریا عزم كن، زین آبگیر,"بحر جو و، ترك این گرداب گیر
"
16310,5,93,15,سینه را پا ساخت، میرفت آن حذور,"از مقام با خطر تا بحر ِ نور
"
16311,5,93,16,همچو آهو كز پی او سگ بود,"میدود، تا در تنش یك رگ بود
"
16312,5,93,17,خواب خرگوش و، سگ اندر پی، خطاست,"خواب، خود در چشم ترسنده كجاست ؟
"
16313,5,93,18,رفت آن ماهی ره دریا گرفت,"راه ِ دور و پهنۀ پهنا گرفت 
"
16314,5,93,19,رنجها بسیار دید و عاقبت,"رفت آخر سوی امن و عافیت 
"
16315,5,93,20,خویشتن افكند در دریای ژرف,"كه نیابد حد آن را هیچ طرف 
"
16316,5,93,21,پس چو صیادان بیاوردند دام,"نیم عاقل را از آن شد تلخ كام 
"
16317,5,93,22,گفت: َاه، من فوت كردم وقت را,"چون نگشتم همره آن رهنما ؟
"
16318,5,93,23,ناگهان رفت او، ولیكن چونكه رفت,"می ببایستم شدن در پی به تفت 
"
16319,5,93,24,بر گذشته حسرت آوردن خطاست,"باز ناید رفته، یاد آن هباست 
"
16320,5,93,25,* این زمان سودی ندارد حسرتم,"چون کنم؟ چون فوت شد این فرصتم
"
16321,5,94,1,آن یكی مرغی گرفت از مكر و دام,"مرغ او را گفت: کای خواجۀ همام 
"
16322,5,94,2,* تو یکی مرغی ضعیفی همچو من,"صید کرده، خورده گیر، ای نیک ظن
"
16323,5,94,3,تو بسی گاوان و میشان خورده ای,"تو بسی اشتر به قربان كرده ای 
"
16324,5,94,4,تو نگشتی سیر ز آنها در زمَن,"هم نگردی سیر از اجزای من 
"
16325,5,94,5,* مر مرا آزاد گردان از کرم,"ای جوان مردِ کریم ِ محتشم
"
16326,5,94,6,هِل مرا، تا كه سه پندت بر دهم,"تا بدانی زیركم، یا ابلهم 
"
16327,5,94,7,اول ِ آن پند هم در دست تو,"بدهم ای جان و دلم پا بستِ تو
"
16328,5,94,8,* بر سر دیوار بدهم ثانیش,"تا شوی زآن پند شاد و خوب و کش
"
16329,5,94,9,و آن سوم پندت دهم من بر درخت,"كه از این سه پند گردی نیك بخت 
"
16330,5,94,10,آنچه بر دست است این است آن سخُن,"كه محالی را ز كس باور مكن 
"
16331,5,94,11,بر كفش چون گفت اول پندِ زفت,"گشت آزاد و بر آن دیوار رفت 
"
16332,5,94,12,گفت: دیگر بر گذشته غم مخَور,"چون ز تو بگذشت، ز آن حسرت مبَر
"
16333,5,94,13,بعد از آن گفتش كه: در جسمم كتیم,"ده دِرم سنگ است، یك دُرّ  یتیم 
"
16334,5,94,14,دولتِ تو، بخت فرزندان تو,"بود آن گوهر به حقّ ِ جان ِ تو
"
16335,5,94,15,فوت كردی دُرّ، كه روزی ات نبود,"كه نباشد مثل آن دُرّ در وجود
"
16336,5,94,16,آنچنان كه وقت زادن حامله,"ناله دارد، خواجه شد در غلغله 
"
16337,5,94,17,* گشت غمناک و همی گفت: آه آه,"این چرا کردم؟ که شد کارم تباه
"
16338,5,94,18,* من چرا آزاد کردم مر تو را ؟,"زین حیل از راه بردی مر مرا
"
16339,5,94,19,مرغ گفتش: نی نصیحت كردمت ؟,"كه مبادا بر گذشته دی، غمت ؟
"
16340,5,94,20,چون گذشت و رفت، غم چون میخوری ؟,"یا نكردی فهم پندم، یا كری 
"
16341,5,94,21,و آن دوم پندت نگفتم: كز ضلال؟,"هیچ تو باور مكن قول محال ؟
"
16342,5,94,22,من نیم خود سه درم سنگ، ای اسد,"ده درم سنگ اندرونم چون بود ؟
"
16343,5,94,23,خواجه باز آمد به خود گفتا كه: هین,"باز گو پند سوم، ای نازنین 
"
16344,5,94,24,گفت: آری، خوش عمل كردی بدان ؟,"تا بگویم پند ثالث رایگان ؟
"
16345,5,94,25,* این بگفت و بر پرید و شاد رفت,"سوی صحرا سرخوش و آزاد رفت
"
16346,5,94,26,پند گفتن با جهول ِ خوابناك,"تخم افكندن بود در شوره خاك 
"
16347,5,94,27,چاكِ حمق و جهل، نپذیرد رفو,"تخم حكمت كم دهش ای نیکخو
"
16348,5,94,28,* زآنکه جاهل جهل را بنده بود,"چونکه تو پندش دهی او نشنود
"
16349,5,95,1,گفت ماهی دگر، وقت بلا,"چونكه ماند از سایۀ عاقل جدا
"
16350,5,95,2,كاو سوی دریا شد و از غم عتیق,"فوت شد از من چنان نیكو رفیق 
"
16351,5,95,3,لیك از آن نندیشم و، بر خود زنم,"خویشتن را این زمان مُرده كنم 
"
16352,5,95,4,پس بر آرم اشكم خود بر  ِزبَر,"پشت زیر و، میروم بر آب بر
"
16353,5,95,5,میروم بر وی چنانكه خس رود,"نی به سبّاحی، چنانكه كس رود
"
16354,5,95,6,مرده گردم، خویش بسپارم به آب,"مرگِ پیش از مرگ، امن است از عذاب 
"
16355,5,95,7,مرگِ پیش از مرگ، امن است ای فتی,"این چنین فرمود ما را مصطفی 
"
16356,5,95,8,گفت: موتوا كلكم من قبل ان,"یاتی الموت تموتوا بالفتن 
"
16357,5,95,9,همچنان مُرد و، شكم بالا فکند,"آب گه بردش نشیب و، گه بلند
"
16358,5,95,10,هر یكی ز آن قاصدان بس غصه بُرد,"كه دریغا ماهی مهتر بمُرد
"
16359,5,95,11,شاد میشد او از آن گفت و دریغ,"پیش رفت این بازی ام، رَستم ز تیغ 
"
16360,5,95,12,پس گرفتش یك صیاد ارجمند,"بر سرش تف كرد و بر خاكش فکند
"
16361,5,95,13,غلط غلطان رفت پنهان اندر آب,"ماند آن دیگر، همی كرد اضطراب 
"
16362,5,95,14,از چپ و از راست میجست آن سلیم,"تا به جهد خویش برهاند گلیم 
"
16363,5,95,15,دام افكندند و اندر دام ماند,"احمقی او را در آن آتش نشاند
"
16364,5,95,16,بر سر آتش، به پشت تابه ای,"با حماقت گشت او هم خوابه ای 
"
16365,5,95,17,او همی جوشید از تف سعیر,"عقل می گفتش: أ لم یاتك نذیر
"
16366,5,95,18,او همی گفت از شكنجه و از بلا,"همچو جان كافران: قالُوا بلی 
"
16367,5,95,19,باز می گفت او كه: گر این بار من,"وا رهم زین محنت گردن شكن 
"
16368,5,95,20,من نسازم جز به دریائی وطن,"آب گیری را نسازم من سكن 
"
16369,5,95,21,آبِ بی حد جویم و ایمن شوم,"تا ابد در امن و صحت میروم
"
16370,5,95,22,* همچنین میکرد با خود نذرها,"کز چنین ورطه اگر یابم رها
"
16371,5,95,23,* دامن عاقل بگیرم روز و شب,"تا نیفتم در چنین رنج و تعب 
"
16372,5,96,1,عقل می گفتش: حماقت با تو هست,"با حماقت، عهد را آید شكست 
"
16373,5,96,2,عقل را باشد وفای عهدها,"تو نداری عقل، رو ای خربَها
"
16374,5,96,3,عقل را یاد آید از پیمان خَود,"پردۀ نسیان بدراند خِرَد
"
16375,5,96,4,چونكه عقلت نیست، نسیان میر ِ توست,"دشمن و باطل كن ِ تدبیر توست 
"
16376,5,96,5,از كمی عقل، پروانۀ خسیس,"یاد نارد ز آتش و سوز و حسیس 
"
16377,5,96,6,چونكه پرش سوخت، توبه میكند,"آز و نسیانش بر آتش میزند
"
16378,5,96,7,ضبط و درك و حافظی و یادداشت,"عقل را باشد، كه عقل آن را فراشت 
"
16379,5,96,8,چونكه گوهر نیست، تابش چون بود؟,"بی مذكر خود ایابش چون بود ؟
"
16380,5,96,9,این تمنا هم ز بی عقلی اوست,"كه نبیند كان حماقت را چه خوست 
"
16381,5,96,10,آن ندامت از نتیجۀ رنج بود,"نی ز عقل ِ روشن ِ چون گنج بود
"
16382,5,96,11,چونكه شد رنج، آن ندامت شد عدم,"می نیرزد خاك، آن توبه و ندم 
"
16383,5,96,12,آن ندم، از ظلمت غم بست بار,"پس كلام اللیل یمحوه النهار
"
16384,5,96,13,چون برفت آن، ظلمت غم گشت، خَوش,"هم رود از دل نتیجه و زاده اش 
"
16385,5,96,14,میكند او توبه و، پیر خرد,"بانگ لَوْ رُدُّوا لَعادُوا میزند
"
